superfamily,locus,gene model confidence,inferred-by-rule,classification
HD-Zip-I-II,TraesCS4A02G382300,high,t,TF
HD-Zip-I-II,TraesCS4A02G382400,high,t,TF
HD-Zip-I-II,TraesCS4A02G405800,high,t,TF
HD-Zip-I-II,TraesCS4B02G235300,high,t,TF
HD-Zip-I-II,TraesCS4B02G287600,high,t,TF
HD-Zip-I-II,TraesCS4B02G305300,high,t,TF
HD-Zip-I-II,TraesCS4D02G236600,high,t,TF
HD-Zip-I-II,TraesCS4D02G286400,high,t,TF
HD-Zip-I-II,TraesCS4D02G303500,high,t,TF
HD-Zip-I-II,TraesCS5A02G199300,high,t,TF
HD-Zip-I-II,TraesCS5A02G232700,high,t,TF
HD-Zip-I-II,TraesCS5A02G249000,high,t,TF
HD-Zip-I-II,TraesCS5A02G316800,high,t,TF
HD-Zip-I-II,TraesCS5B02G197700,high,t,TF
HD-Zip-I-II,TraesCS5B02G231300,high,t,TF
HD-Zip-I-II,TraesCS5B02G246700,high,t,TF
HD-Zip-I-II,TraesCS5B02G317400,high,t,TF
HD-Zip-I-II,TraesCS5D02G205000,high,t,TF
HD-Zip-I-II,TraesCS5D02G235300,high,t,TF
HD-Zip-I-II,TraesCS5D02G256200,high,t,TF
HD-Zip-I-II,TraesCS5D02G323100,high,t,TF
HD-Zip-I-II,TraesCS6A02G120300,high,t,TF
HD-Zip-I-II,TraesCS6A02G240400,high,t,TF
HD-Zip-I-II,TraesCS6A02G290800,high,t,TF
HD-Zip-I-II,TraesCS6B02G148700,high,t,TF
HD-Zip-I-II,TraesCS6B02G148800,high,t,TF
HD-Zip-I-II,TraesCS6B02G284300,high,t,TF
HD-Zip-I-II,TraesCS6B02G321100,high,t,TF
HD-Zip-I-II,TraesCS6D02G110400,high,t,TF
HD-Zip-I-II,TraesCS6D02G222600,high,t,TF
HD-Zip-I-II,TraesCS6D02G272000,high,t,TF
HD-Zip-I-II,TraesCS7A02G083800,high,t,TF
HD-Zip-I-II,TraesCS7A02G084000,high,t,TF
HD-Zip-I-II,TraesCS7A02G423800,high,t,TF
HD-Zip-I-II,TraesCS7B02G326300,high,t,TF
HD-Zip-I-II,TraesCS7D02G078800,high,t,TF
HD-Zip-I-II,TraesCS7D02G078900,high,t,TF
HD-Zip-I-II,TraesCS7D02G079000,high,t,TF
HD-Zip-I-II,TraesCS7D02G417700,high,t,TF
HD-Zip-I-II,TraesCSU01G087400,high,t,TF
HD-Zip-IV,TraesCS1A02G193400,high,t,TF
HD-Zip-IV,TraesCS1B02G208400,high,t,TF
HD-Zip-IV,TraesCS1D02G197300,high,t,TF
HD-Zip-IV,TraesCS2A02G401200,high,t,TF
HD-Zip-IV,TraesCS2A02G474000,high,t,TF
HD-Zip-IV,TraesCS2B02G419200,high,t,TF
HD-Zip-IV,TraesCS2B02G497500,high,t,TF
HD-Zip-IV,TraesCS2D02G398600,high,t,TF
HD-Zip-IV,TraesCS2D02G473700,high,t,TF
HD-Zip-IV,TraesCS3A02G305300,high,t,TF
HD-Zip-IV,TraesCS3A02G325800,high,t,TF
HD-Zip-IV,TraesCS3B02G331200,high,t,TF
HD-Zip-IV,TraesCS3B02G354900,high,t,TF
HD-Zip-IV,TraesCS3D02G296500,high,t,TF
HD-Zip-IV,TraesCS3D02G319200,high,t,TF
HD-Zip-IV,TraesCS4A02G231300,high,t,TF
HD-Zip-IV,TraesCS4B02G084700,high,t,TF
HD-Zip-IV,TraesCS4D02G082600,high,t,TF
HD-Zip-IV,TraesCS5A02G314400,high,t,TF
HD-Zip-IV,TraesCS5A02G330200,high,t,TF
HD-Zip-IV,TraesCS5B02G315100,high,t,TF
HD-Zip-IV,TraesCS5B02G330300,high,t,TF
HD-Zip-IV,TraesCS5D02G320600,high,t,TF
HD-Zip-IV,TraesCS5D02G335900,high,t,TF
HD-Zip-IV,TraesCS6A02G255800,high,t,TF
HD-Zip-IV,TraesCS6A02G324500,high,t,TF
HD-Zip-IV,TraesCS6B02G269700,high,t,TF
HD-Zip-IV,TraesCS6B02G354900,high,t,TF
HD-Zip-IV,TraesCS6D02G237000,high,t,TF
HD-Zip-IV,TraesCS6D02G304300,high,t,TF
HD-Zip-IV,TraesCS7A02G167900,high,t,TF
HD-Zip-IV,TraesCS7A02G308400,high,t,TF
HD-Zip-IV,TraesCS7B02G072700,high,t,TF
HD-Zip-IV,TraesCS7B02G208600,high,t,TF
HD-Zip-IV,TraesCS7D02G168700,high,t,TF
HD-Zip-IV,TraesCS7D02G305200,high,t,TF
HRT,TraesCS2A02G192400,high,t,TF
HRT,TraesCS2D02G195100,high,t,TF
HSF,TraesCS5A02G437900,high,f,TF
HSF,TraesCS5B02G440700,high,f,TF
HSF,TraesCS5D02G445100,high,f,TF
HSF,TraesCS7A02G270100,high,f,TF
HSF,TraesCS7B02G168300,high,f,TF
HSF,TraesCS7D02G270600,high,f,TF
HSF,TraesCS1A02G350400,high,t,TF
HSF,TraesCS1A02G375600,high,t,TF
HSF,TraesCS1D02G382900,high,t,TF
HSF,TraesCS2A02G089300,high,t,TF
HSF,TraesCS2A02G146600,high,t,TF
HSF,TraesCS2A02G204500,high,t,TF
HSF,TraesCS2A02G401600,high,t,TF
HSF,TraesCS2B02G105100,high,t,TF
HSF,TraesCS2B02G171900,high,t,TF
HSF,TraesCS2B02G232000,high,t,TF
HSF,TraesCS2B02G419600,high,t,TF
HSF,TraesCS2D02G087400,high,t,TF
HSF,TraesCS2D02G151200,high,t,TF
HSF,TraesCS2D02G211400,high,t,TF
HSF,TraesCS2D02G399000,high,t,TF
HSF,TraesCS3A02G229000,high,t,TF
HSF,TraesCS3A02G280800,high,t,TF
HSF,TraesCS3A02G289200,high,t,TF
HSF,TraesCS3A02G393100,high,t,TF
HSF,TraesCS3A02G393200,high,t,TF
HSF,TraesCS3A02G405200,high,t,TF
HSF,TraesCS3B02G255600,high,t,TF
HSF,TraesCS3B02G314600,high,t,TF
HSF,TraesCS3B02G323800,high,t,TF
HSF,TraesCS3B02G425200,high,t,TF
HSF,TraesCS3B02G438900,high,t,TF
HSF,TraesCS3B02G568200,high,t,TF
HSF,TraesCS3B02G568300,high,t,TF
HSF,TraesCS3D02G227200,high,t,TF
HSF,TraesCS3D02G280600,high,t,TF
HSF,TraesCS3D02G289000,high,t,TF
HSF,TraesCS3D02G385900,high,t,TF
HSF,TraesCS3D02G386000,high,t,TF
HSF,TraesCS4A02G027700,high,t,TF
HSF,TraesCS4A02G062800,high,t,TF
HSF,TraesCS4A02G322300,high,t,TF
HSF,TraesCS4B02G239700,high,t,TF
HSF,TraesCS4B02G278100,high,t,TF
HSF,TraesCS4B02G383200,high,t,TF
HSF,TraesCS4B02G383300,high,t,TF
HSF,TraesCS4B02G383400,high,t,TF
HSF,TraesCS4B02G385800,high,t,TF
HSF,TraesCS4D02G239600,high,t,TF
HSF,TraesCS4D02G276500,high,t,TF
HSF,TraesCS4D02G358900,high,t,TF
HSF,TraesCS5A02G237600,high,t,TF
HSF,TraesCS5A02G237900,high,t,TF
HSF,TraesCS5A02G314700,high,t,TF
HSF,TraesCS5A02G383800,high,t,TF
HSF,TraesCS5A02G524000,high,t,TF
HSF,TraesCS5A02G548700,high,t,TF
HSF,TraesCS5A02G550700,high,t,TF
HSF,TraesCS5B02G236100,high,t,TF
HSF,TraesCS5B02G236400,high,t,TF
HSF,TraesCS5B02G315600,high,t,TF
HSF,TraesCS5B02G556200,high,t,TF
HSF,TraesCS5D02G243900,high,t,TF
HSF,TraesCS5D02G244800,high,t,TF
HSF,TraesCS5D02G321000,high,t,TF
HSF,TraesCS5D02G393200,high,t,TF
HSF,TraesCS5D02G553300,high,t,TF
HSF,TraesCS6A02G098800,high,t,TF
HSF,TraesCS6B02G127000,high,t,TF
HSF,TraesCS6D02G083800,high,t,TF
HSF,TraesCS7A02G355300,high,t,TF
HSF,TraesCS7A02G360400,high,t,TF
HSF,TraesCS7B02G267300,high,t,TF
HSF,TraesCS7B02G272500,high,t,TF
HSF,TraesCS7D02G367700,high,t,TF
HSF,TraesCSU01G127200,high,t,TF
HSF,TraesCSU01G127300,high,t,TF
LFY,TraesCS2A02G443100,high,t,TF
LFY,TraesCS2B02G464200,high,t,TF
LFY,TraesCS2D02G442200,high,t,TF
MADS-I,TraesCS1B02G443500,high,f,TF
MADS-I,TraesCS2B02G146100,high,f,TF
MADS-I,TraesCS2D02G128000,high,f,TF
MADS-I,TraesCS2D02G150900,high,f,TF
MADS-I,TraesCS2D02G282300,high,f,TF
MADS-I,TraesCS3A02G454500,high,f,TF
MADS-I,TraesCS3B02G608700,high,f,TF
MADS-I,TraesCS4B02G290700,high,f,TF
MADS-I,TraesCS5D02G027100,high,f,TF
MADS-I,TraesCS6A02G017400,high,f,TF
MADS-I,TraesCS6A02G017600,high,f,TF
MADS-I,TraesCS6A02G022700,high,f,TF
MADS-I,TraesCS6A02G359700,high,f,TF
MADS-I,TraesCS6B02G024100,high,f,TF
MADS-I,TraesCS6B02G024300,high,f,TF
MADS-I,TraesCS6B02G025000,high,f,TF
MADS-I,TraesCS6B02G028100,high,f,TF
MADS-I,TraesCS6B02G048400,high,f,TF
MADS-I,TraesCS6B02G079300,high,f,TF
MADS-I,TraesCS6B02G085800,high,f,TF
MADS-I,TraesCS6D02G024300,high,f,TF
MADS-I,TraesCS7A02G367400,high,f,TF
MADS-I,TraesCS7A02G367500,high,f,TF
MADS-I,TraesCS7B02G295100,high,f,TF
MADS-I,TraesCS7D02G355300,high,f,TF
MADS-I,TraesCS1A02G013100,high,t,TF
MADS-I,TraesCS1A02G061800,high,t,TF
MADS-I,TraesCS1A02G310800,high,t,TF
MADS-I,TraesCS1B02G080200,high,t,TF
MADS-I,TraesCS1B02G214600,high,t,TF
MADS-I,TraesCS1B02G322300,high,t,TF
MADS-I,TraesCS1B02G467500,high,t,TF
MADS-I,TraesCS1D02G062500,high,t,TF
MADS-I,TraesCS1D02G310700,high,t,TF
MADS-I,TraesCS2A02G146400,high,t,TF
MADS-I,TraesCS2A02G283500,high,t,TF
MADS-I,TraesCS2A02G459200,high,t,TF
MADS-I,TraesCS2A02G523900,high,t,TF
MADS-I,TraesCS2B02G171700,high,t,TF
MADS-I,TraesCS2B02G300500,high,t,TF
MADS-I,TraesCS2D02G282200,high,t,TF
MADS-I,TraesCS2D02G526000,high,t,TF
MADS-I,TraesCS2D02G526200,high,t,TF
MADS-I,TraesCS3A02G137500,high,t,TF
MADS-I,TraesCS3A02G312600,high,t,TF
MADS-I,TraesCS3A02G359300,high,t,TF
MADS-I,TraesCS3A02G432900,high,t,TF
MADS-I,TraesCS3A02G434400,high,t,TF
MADS-I,TraesCS3A02G434700,high,t,TF
MADS-I,TraesCS3A02G434900,high,t,TF
MADS-I,TraesCS3A02G435000,high,t,TF
MADS-I,TraesCS3A02G527400,high,t,TF
MADS-I,TraesCS3A02G535200,high,t,TF
MADS-I,TraesCS3B02G155200,high,t,TF
MADS-I,TraesCS3B02G159600,high,t,TF
MADS-I,TraesCS3B02G454700,high,t,TF
MADS-I,TraesCS3B02G469700,high,t,TF
MADS-I,TraesCS3B02G470000,high,t,TF
MADS-I,TraesCS3B02G493100,high,t,TF
MADS-I,TraesCS3B02G595700,high,t,TF
MADS-I,TraesCS3B02G608600,high,t,TF
MADS-I,TraesCS3B02G612300,high,t,TF
MADS-I,TraesCS3B02G612400,high,t,TF
MADS-I,TraesCS3B02G612500,high,t,TF
MADS-I,TraesCS3B02G612600,high,t,TF
MADS-I,TraesCS3B02G612700,high,t,TF
MADS-I,TraesCS3B02G612800,high,t,TF
MADS-I,TraesCS3B02G612900,high,t,TF
MADS-I,TraesCS3D02G090600,high,t,TF
MADS-I,TraesCS3D02G138400,high,t,TF
MADS-I,TraesCS3D02G427700,high,t,TF
MADS-I,TraesCS3D02G427900,high,t,TF
MADS-I,TraesCS3D02G428000,high,t,TF
MADS-I,TraesCS3D02G446900,high,t,TF
MADS-I,TraesCS3D02G513800,high,t,TF
MADS-I,TraesCS3D02G532900,high,t,TF
MADS-I,TraesCS3D02G540700,high,t,TF
MADS-I,TraesCS4A02G058900,high,t,TF
MADS-I,TraesCS4A02G169000,high,t,TF
MADS-I,TraesCS4A02G290700,high,t,TF
MADS-I,TraesCS4A02G403600,high,t,TF
MADS-I,TraesCS4B02G023300,high,t,TF
MADS-I,TraesCS4B02G150200,high,t,TF
MADS-I,TraesCS4B02G351500,high,t,TF
MADS-I,TraesCS4D02G021100,high,t,TF
MADS-I,TraesCS4D02G147000,high,t,TF
MADS-I,TraesCS4D02G346300,high,t,TF
MADS-I,TraesCS5A02G001800,high,t,TF
MADS-I,TraesCS5A02G010400,high,t,TF
MADS-I,TraesCS5A02G520200,high,t,TF
MADS-I,TraesCS5B02G002500,high,t,TF
MADS-I,TraesCS5B02G008000,high,t,TF
MADS-I,TraesCS5B02G471900,high,t,TF
MADS-I,TraesCS5D02G474300,high,t,TF
MADS-I,TraesCS6A02G020500,high,t,TF
MADS-I,TraesCS6A02G020900,high,t,TF
MADS-I,TraesCS6A02G138300,high,t,TF
MADS-I,TraesCS6A02G338400,high,t,TF
MADS-I,TraesCS6A02G358900,high,t,TF
MADS-I,TraesCS6A02G359100,high,t,TF
MADS-I,TraesCS6B02G027900,high,t,TF
MADS-I,TraesCS6B02G028300,high,t,TF
MADS-I,TraesCS6B02G369000,high,t,TF
MADS-I,TraesCS6B02G369100,high,t,TF
MADS-I,TraesCS6B02G391600,high,t,TF
MADS-I,TraesCS6B02G391700,high,t,TF
MADS-I,TraesCS6B02G391800,high,t,TF
MADS-I,TraesCS6B02G392600,high,t,TF
MADS-I,TraesCS6D02G023800,high,t,TF
MADS-I,TraesCS6D02G024000,high,t,TF
MADS-I,TraesCS6D02G319100,high,t,TF
MADS-I,TraesCS6D02G341700,high,t,TF
MADS-I,TraesCS6D02G341800,high,t,TF
MADS-I,TraesCS6D02G342000,high,t,TF
MADS-I,TraesCS6D02G342100,high,t,TF
MADS-I,TraesCS6D02G342700,high,t,TF
MADS-I,TraesCS7A02G142600,high,t,TF
MADS-I,TraesCS7A02G260900,high,t,TF
MADS-I,TraesCS7A02G342300,high,t,TF
MADS-I,TraesCS7A02G342600,high,t,TF
MADS-I,TraesCS7A02G393100,high,t,TF
MADS-I,TraesCS7A02G398800,high,t,TF
MADS-I,TraesCS7A02G474900,high,t,TF
MADS-I,TraesCS7A02G551000,high,t,TF
MADS-I,TraesCS7A02G558000,high,t,TF
MADS-I,TraesCS7A02G559500,high,t,TF
MADS-I,TraesCS7A02G561000,high,t,TF
MADS-I,TraesCS7B02G009600,high,t,TF
MADS-I,TraesCS7B02G020900,high,t,TF
MADS-I,TraesCS7B02G021100,high,t,TF
MADS-I,TraesCS7B02G042900,high,t,TF
MADS-I,TraesCS7B02G043000,high,t,TF
MADS-I,TraesCS7B02G158900,high,t,TF
MADS-I,TraesCS7B02G211300,high,t,TF
MADS-I,TraesCS7B02G240400,high,t,TF
MADS-I,TraesCS7B02G240500,high,t,TF
MADS-I,TraesCS7B02G295200,high,t,TF
MADS-I,TraesCS7B02G299400,high,t,TF
MADS-I,TraesCS7B02G482700,high,t,TF
MADS-I,TraesCS7B02G483300,high,t,TF
MADS-I,TraesCS7B02G484000,high,t,TF
MADS-I,TraesCS7B02G484100,high,t,TF
MADS-I,TraesCS7B02G484500,high,t,TF
MADS-I,TraesCS7B02G484600,high,t,TF
MADS-I,TraesCS7B02G485400,high,t,TF
MADS-I,TraesCS7D02G037000,high,t,TF
MADS-I,TraesCS7D02G107000,high,t,TF
MADS-I,TraesCS7D02G107200,high,t,TF
MADS-I,TraesCS7D02G143800,high,t,TF
MADS-I,TraesCS7D02G261900,high,t,TF
MADS-I,TraesCS7D02G337000,high,t,TF
MADS-I,TraesCS7D02G337200,high,t,TF
MADS-I,TraesCS7D02G388600,high,t,TF
MADS-I,TraesCS7D02G393000,high,t,TF
MADS-I,TraesCS7D02G536700,high,t,TF
MADS-I,TraesCS7D02G548500,high,t,TF
MADS-I,TraesCS7D02G550500,high,t,TF
MADS-I,TraesCS7D02G550600,high,t,TF
MADS-I,TraesCS7D02G551000,high,t,TF
MADS-I,TraesCS7D02G551900,high,t,TF
MADS-I,TraesCS7D02G552000,high,t,TF
MADS-I,TraesCS7D02G552400,high,t,TF
MADS-I,TraesCSU01G209900,high,t,TF
MADS-I,TraesCSU01G235300,high,t,TF
MADS-II,TraesCS4A02G002600,high,f,TF
MADS-II,TraesCS4A02G078700,high,f,TF
MADS-II,TraesCS7B02G021000,high,f,TF
MADS-II,TraesCS7D02G107100,high,f,TF
MADS-II,TraesCS1A02G044900,high,t,TF
MADS-II,TraesCS1A02G045000,high,t,TF
MADS-II,TraesCS1A02G125800,high,t,TF
MADS-II,TraesCS1A02G199600,high,t,TF
MADS-II,TraesCS1A02G199900,high,t,TF
MADS-II,TraesCS1A02G262700,high,t,TF
MADS-II,TraesCS1A02G264300,high,t,TF
MADS-II,TraesCS1B02G058100,high,t,TF
MADS-II,TraesCS1B02G058200,high,t,TF
MADS-II,TraesCS1B02G058300,high,t,TF
MADS-II,TraesCS1B02G144800,high,t,TF
MADS-II,TraesCS1B02G214500,high,t,TF
MADS-II,TraesCS1B02G273300,high,t,TF
MADS-II,TraesCS1B02G275000,high,t,TF
MADS-II,TraesCS1D02G045500,high,t,TF
MADS-II,TraesCS1D02G045600,high,t,TF
MADS-II,TraesCS1D02G045700,high,t,TF
MADS-II,TraesCS1D02G127700,high,t,TF
MADS-II,TraesCS1D02G203300,high,t,TF
MADS-II,TraesCS1D02G203400,high,t,TF
MADS-II,TraesCS1D02G262700,high,t,TF
MADS-II,TraesCS1D02G264500,high,t,TF
MADS-II,TraesCS1D02G441200,high,t,TF
MADS-II,TraesCS2A02G174300,high,t,TF
MADS-II,TraesCS2A02G261200,high,t,TF
MADS-II,TraesCS2A02G311100,high,t,TF
MADS-II,TraesCS2A02G337900,high,t,TF
MADS-II,TraesCS2A02G422400,high,t,TF
MADS-II,TraesCS2B02G200800,high,t,TF
MADS-II,TraesCS2B02G281000,high,t,TF
MADS-II,TraesCS2B02G328000,high,t,TF
MADS-II,TraesCS2B02G344000,high,t,TF
MADS-II,TraesCS2B02G440900,high,t,TF
MADS-II,TraesCS2D02G181400,high,t,TF
MADS-II,TraesCS2D02G262700,high,t,TF
MADS-II,TraesCS2D02G309300,high,t,TF
MADS-II,TraesCS2D02G325000,high,t,TF
MADS-II,TraesCS2D02G418800,high,t,TF
MADS-II,TraesCS3A02G090300,high,t,TF
MADS-II,TraesCS3A02G090900,high,t,TF
MADS-II,TraesCS3A02G284400,high,t,TF
MADS-II,TraesCS3A02G314300,high,t,TF
MADS-II,TraesCS3A02G406500,high,t,TF
MADS-II,TraesCS3B02G105700,high,t,TF
MADS-II,TraesCS3B02G157500,high,t,TF
MADS-II,TraesCS3B02G318300,high,t,TF
MADS-II,TraesCS3B02G440200,high,t,TF
MADS-II,TraesCS3D02G090300,high,t,TF
MADS-II,TraesCS3D02G102700,high,t,TF
MADS-II,TraesCS3D02G140200,high,t,TF
MADS-II,TraesCS3D02G284200,high,t,TF
MADS-II,TraesCS3D02G401700,high,t,TF
MADS-II,TraesCS4A02G028100,high,t,TF
MADS-II,TraesCS4A02G028200,high,t,TF
MADS-II,TraesCS4B02G245700,high,t,TF
MADS-II,TraesCS4B02G245800,high,t,TF
MADS-II,TraesCS4B02G277800,high,t,TF
MADS-II,TraesCS4B02G302600,high,t,TF
MADS-II,TraesCS4B02G346700,high,t,TF
MADS-II,TraesCS4D02G243700,high,t,TF
MADS-II,TraesCS4D02G245200,high,t,TF
MADS-II,TraesCS4D02G276100,high,t,TF
MADS-II,TraesCS4D02G301100,high,t,TF
MADS-II,TraesCS4D02G341700,high,t,TF
MADS-II,TraesCS5A02G117500,high,t,TF
MADS-II,TraesCS5A02G286800,high,t,TF
MADS-II,TraesCS5A02G391700,high,t,TF
MADS-II,TraesCS5A02G391800,high,t,TF
MADS-II,TraesCS5A02G515500,high,t,TF
MADS-II,TraesCS5B02G002400,high,t,TF
MADS-II,TraesCS5B02G115100,high,t,TF
MADS-II,TraesCS5B02G286100,high,t,TF
MADS-II,TraesCS5B02G396600,high,t,TF
MADS-II,TraesCS5B02G396700,high,t,TF
MADS-II,TraesCS5D02G002100,high,t,TF
MADS-II,TraesCS5D02G002200,high,t,TF
MADS-II,TraesCS5D02G118200,high,t,TF
MADS-II,TraesCS5D02G294500,high,t,TF
MADS-II,TraesCS5D02G401500,high,t,TF
MADS-II,TraesCS5D02G401700,high,t,TF
MADS-II,TraesCS6A02G011700,high,t,TF
MADS-II,TraesCS6A02G131100,high,t,TF
MADS-II,TraesCS6A02G158100,high,t,TF
MADS-II,TraesCS6A02G259000,high,t,TF
MADS-II,TraesCS6A02G292300,high,t,TF
MADS-II,TraesCS6A02G313800,high,t,TF
MADS-II,TraesCS6B02G017900,high,t,TF
MADS-II,TraesCS6B02G159400,high,t,TF
MADS-II,TraesCS6B02G186700,high,t,TF
MADS-II,TraesCS6B02G286400,high,t,TF
MADS-II,TraesCS6B02G322700,high,t,TF
MADS-II,TraesCS6B02G343900,high,t,TF
MADS-II,TraesCS6D02G014600,high,t,TF
MADS-II,TraesCS6D02G120900,high,t,TF
MADS-II,TraesCS6D02G147400,high,t,TF
MADS-II,TraesCS6D02G240200,high,t,TF
MADS-II,TraesCS6D02G273500,high,t,TF
MADS-II,TraesCS6D02G293200,high,t,TF
MADS-II,TraesCS7A02G111700,high,t,TF
MADS-II,TraesCS7A02G111800,high,t,TF
MADS-II,TraesCS7A02G111900,high,t,TF
MADS-II,TraesCS7A02G122000,high,t,TF
MADS-II,TraesCS7A02G122100,high,t,TF
MADS-II,TraesCS7A02G175200,high,t,TF
MADS-II,TraesCS7A02G260600,high,t,TF
MADS-II,TraesCS7A02G319400,high,t,TF
MADS-II,TraesCS7A02G383800,high,t,TF
MADS-II,TraesCS7A02G475000,high,t,TF
MADS-II,TraesCS7B02G009500,high,t,TF
MADS-II,TraesCS7B02G009800,high,t,TF
MADS-II,TraesCS7B02G009900,high,t,TF
MADS-II,TraesCS7B02G020800,high,t,TF
MADS-II,TraesCS7B02G080300,high,t,TF
MADS-II,TraesCS7B02G158600,high,t,TF
MADS-II,TraesCS7B02G220200,high,t,TF
MADS-II,TraesCS7B02G286600,high,t,TF
MADS-II,TraesCS7B02G377700,high,t,TF
MADS-II,TraesCS7D02G106600,high,t,TF
MADS-II,TraesCS7D02G106900,high,t,TF
MADS-II,TraesCS7D02G120500,high,t,TF
MADS-II,TraesCS7D02G120600,high,t,TF
MADS-II,TraesCS7D02G176700,high,t,TF
MADS-II,TraesCS7D02G261600,high,t,TF
MADS-II,TraesCS7D02G315900,high,t,TF
MADS-II,TraesCS7D02G380300,high,t,TF
mTERF,TraesCSU01G073700,high,f,TF
mTERF,TraesCS1A02G067200,high,t,TF
mTERF,TraesCS1A02G084300,high,t,TF
mTERF,TraesCS1A02G251800,high,t,TF
mTERF,TraesCS1A02G252300,high,t,TF
mTERF,TraesCS1A02G258700,high,t,TF
mTERF,TraesCS1A02G313400,high,t,TF
mTERF,TraesCS1A02G413100,high,t,TF
mTERF,TraesCS1A02G440100,high,t,TF
mTERF,TraesCS1B02G047700,high,t,TF
mTERF,TraesCS1B02G063100,high,t,TF
mTERF,TraesCS1B02G063200,high,t,TF
mTERF,TraesCS1B02G085500,high,t,TF
mTERF,TraesCS1B02G263200,high,t,TF
mTERF,TraesCS1B02G263300,high,t,TF
mTERF,TraesCS1B02G265700,high,t,TF
mTERF,TraesCS1B02G269200,high,t,TF
mTERF,TraesCS1B02G325200,high,t,TF
mTERF,TraesCS1B02G399400,high,t,TF
mTERF,TraesCS1B02G399500,high,t,TF
mTERF,TraesCS1B02G440900,high,t,TF
mTERF,TraesCS1B02G441100,high,t,TF
mTERF,TraesCS1D02G068000,high,t,TF
mTERF,TraesCS1D02G088500,high,t,TF
mTERF,TraesCS1D02G088600,high,t,TF
mTERF,TraesCS1D02G251800,high,t,TF
mTERF,TraesCS1D02G252000,high,t,TF
mTERF,TraesCS1D02G258000,high,t,TF
mTERF,TraesCS1D02G313900,high,t,TF
mTERF,TraesCS1D02G323800,high,t,TF
mTERF,TraesCS1D02G420700,high,t,TF
mTERF,TraesCS1D02G447900,high,t,TF
mTERF,TraesCS2A02G189200,high,t,TF
mTERF,TraesCS2A02G255200,high,t,TF
mTERF,TraesCS2A02G284000,high,t,TF
mTERF,TraesCS2A02G525900,high,t,TF
mTERF,TraesCS2B02G093600,high,t,TF
mTERF,TraesCS2B02G122000,high,t,TF
mTERF,TraesCS2B02G218100,high,t,TF
mTERF,TraesCS2B02G267000,high,t,TF
mTERF,TraesCS2B02G506100,high,t,TF
mTERF,TraesCS2B02G514500,high,t,TF
mTERF,TraesCS2B02G514600,high,t,TF
mTERF,TraesCS2B02G514700,high,t,TF
mTERF,TraesCS2B02G516200,high,t,TF
mTERF,TraesCS2B02G556000,high,t,TF
mTERF,TraesCS2B02G629300,high,t,TF
mTERF,TraesCS2D02G198500,high,t,TF
mTERF,TraesCS2D02G255600,high,t,TF
mTERF,TraesCS2D02G480400,high,t,TF
mTERF,TraesCS2D02G488800,high,t,TF
mTERF,TraesCS2D02G528700,high,t,TF
mTERF,TraesCS3A02G073600,high,t,TF
mTERF,TraesCS3B02G518100,high,t,TF
mTERF,TraesCS3B02G538400,high,t,TF
mTERF,TraesCS3D02G073400,high,t,TF
mTERF,TraesCS3D02G487600,high,t,TF
mTERF,TraesCS4A02G023900,high,t,TF
mTERF,TraesCS4A02G234300,high,t,TF
mTERF,TraesCS4A02G390500,high,t,TF
mTERF,TraesCS4A02G390600,high,t,TF
mTERF,TraesCS4B02G080900,high,t,TF
mTERF,TraesCS4B02G103900,high,t,TF
mTERF,TraesCS4B02G156500,high,t,TF
mTERF,TraesCS4B02G279700,high,t,TF
mTERF,TraesCS4D02G079700,high,t,TF
mTERF,TraesCS4D02G100800,high,t,TF
mTERF,TraesCS4D02G156100,high,t,TF
mTERF,TraesCS4D02G278100,high,t,TF
mTERF,TraesCS5A02G239900,high,t,TF
mTERF,TraesCS5A02G363600,high,t,TF
mTERF,TraesCS5A02G423600,high,t,TF
mTERF,TraesCS5A02G476300,high,t,TF
mTERF,TraesCS5B02G241500,high,t,TF
mTERF,TraesCS5B02G365700,high,t,TF
mTERF,TraesCS5B02G378200,high,t,TF
mTERF,TraesCS5B02G378500,high,t,TF
mTERF,TraesCS5B02G425900,high,t,TF
mTERF,TraesCS5B02G448700,high,t,TF
mTERF,TraesCS5D02G030400,high,t,TF
mTERF,TraesCS5D02G030500,high,t,TF
mTERF,TraesCS5D02G042400,high,t,TF
mTERF,TraesCS5D02G042500,high,t,TF
mTERF,TraesCS5D02G250200,high,t,TF
mTERF,TraesCS5D02G372800,high,t,TF
mTERF,TraesCS5D02G432100,high,t,TF
mTERF,TraesCS5D02G451700,high,t,TF
mTERF,TraesCS5D02G489600,high,t,TF
mTERF,TraesCS6A02G015200,high,t,TF
mTERF,TraesCS6A02G015900,high,t,TF
mTERF,TraesCS6A02G016000,high,t,TF
mTERF,TraesCS6A02G016100,high,t,TF
mTERF,TraesCS6A02G016400,high,t,TF
mTERF,TraesCS6A02G016500,high,t,TF
mTERF,TraesCS6A02G016600,high,t,TF
mTERF,TraesCS6A02G016700,high,t,TF
mTERF,TraesCS6A02G016800,high,t,TF
mTERF,TraesCS6A02G017000,high,t,TF
mTERF,TraesCS6A02G017700,high,t,TF
mTERF,TraesCS6A02G018100,high,t,TF
mTERF,TraesCS6A02G018300,high,t,TF
mTERF,TraesCS6A02G019500,high,t,TF
mTERF,TraesCS6A02G019600,high,t,TF
mTERF,TraesCS6A02G019800,high,t,TF
mTERF,TraesCS6A02G019900,high,t,TF
